0 0.756369 0.9288197413 0.9366250641 0.9822545164 0.9792705306 0.980050151 0.967748333 0.9683193708 0.9735510344 0.9735829487 0.9816173705 0.756369 0.9288197413 0.9366307631 0.9774160825 0.9782925856 0.9795315439 0.9692654015 0.9651963299 0.9730210292 0.9722357098 0.9815615205 0.5 0.858 0.976 0.989 0.994 0.994 0.973 0.992 0.993 0.994 0.99 0.5 0.858 0.979 0.982 0.994 0.994 0.979 0.992 0.993 0.993 0.99
0.001 0.756369 0.9288197413 0.9366250641 0.9822545164 0.9792705306 0.980050151 0.967748333 0.968000228 0.9730324272 0.9735829487 0.9816173705 0.756369 0.9288197413 0.9366307631 0.9774160825 0.9782925856 0.9795315439 0.9692654015 0.9651279421 0.972798769 0.9722357098 0.9815615205 0.5 0.858 0.976 0.989 0.994 0.994 0.973 0.992 0.993 0.994 0.99 0.5 0.858 0.979 0.982 0.994 0.994 0.979 0.992 0.992 0.993 0.99
0.005 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9661480595 0.9722231721 0.9746110446 0.9822431185 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9661708554 0.9724055394 0.9746110446 0.9822431185 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.993 0.994 0.991 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.992 0.994 0.991
0.01 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9661822534 0.9720749986 0.9746110446 0.9822431185 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9662278452 0.9718983302 0.9746110446 0.9822431185 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.992 0.994 0.991 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.993 0.994 0.991
0.05 0.756369 0.9288197413 0.9345210007 0.9775836325 0.9771505101 0.977631504 0.9728090272 0.9677209779 0.9669459167 0.9717558557 0.9785080071 0.756369 0.9288197413 0.9345210007 0.9775836325 0.9771505101 0.977631504 0.9728090272 0.9677209779 0.966860432 0.9717558557 0.9785080071 0.5 0.858 0.978 0.982 0.994 0.992 0.987 0.992 0.991 0.994 0.988 0.5 0.858 0.978 0.982 0.994 0.992 0.987 0.992 0.991 0.994 0.988
0.1 0.756369 0.9288197413 0.9337345415 0.9775574172 0.9779438081 0.9747774548 0.9757029692 0.9715221975 0.9657035391 0.9707551148 0.9781455519 0.756369 0.9288197413 0.9337345415 0.9775574172 0.9779438081 0.9747774548 0.9757029692 0.9714196159 0.9656351513 0.9707551148 0.9781455519 0.5 0.858 0.977 0.982 0.993 0.991 0.99 0.991 0.99 0.993 0.991 0.5 0.858 0.977 0.982 0.993 0.991 0.99 0.991 0.99 0.993 0.991
0.15 0.756369 0.9288197413 0.9308405995 0.9675887616 0.9661332421 0.9662814156 0.9667236565 0.9619764062 0.9568644213 0.9547250242 0.9665207728 0.756369 0.9288197413 0.9308405995 0.9675887616 0.9661332421 0.9662814156 0.9667236565 0.9619251154 0.9570068958 0.9547250242 0.9665207728 0.5 0.858 0.976 0.983 0.986 0.979 0.987 0.986 0.987 0.984 0.989 0.5 0.858 0.976 0.983 0.986 0.979 0.987 0.986 0.987 0.984 0.989
0.2 0.756369 0.9288197413 0.9297885678 0.9642320625 0.9646116145 0.9644999145 0.9635778196 0.9618567276 0.9510913546 0.9291719382 0.9647768849 0.756369 0.9288197413 0.9297885678 0.9642320625 0.9646116145 0.9644999145 0.9635778196 0.9619536103 0.9511540434 0.9291719382 0.9647768849 0.5 0.858 0.984 0.981 0.983 0.978 0.987 0.986 0.98 0.984 0.988 0.5 0.858 0.984 0.981 0.983 0.978 0.987 0.986 0.98 0.984 0.988
0.3 0.756369 0.9288197413 0.9293326495 0.9288197413 0.9289941301 0.9288835698 0.9290921525 0.9288197413 0.9163959651 0.9287809882 0.9292049923 0.756369 0.9288197413 0.9293326495 0.9288197413 0.9289941301 0.9288835698 0.9290921525 0.9288197413 0.9163959651 0.9287809882 0.9292049923 0.5 0.858 0.864 0.852 0.862 0.854 0.863 0.863 0.856 0.862 0.862 0.5 0.858 0.864 0.852 0.862 0.854 0.863 0.863 0.856 0.862 0.862
0.5 0.756369 0.756369 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.756369 0.756369 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.75636861 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
