0 0.756369 0.9288197413 0.9366250641 0.9822545164 0.9792705306 0.980050151 0.967748333 0.9684789423 0.9729925343 0.9735829487 0.9816173705 0.756369 0.9288197413 0.9366307631 0.9774160825 0.9782925856 0.9795315439 0.9692654015 0.9652362227 0.9726847894 0.9722357098 0.9815615205 0.5 0.858 0.976 0.989 0.994 0.994 0.973 0.992 0.993 0.994 0.99 0.5 0.858 0.979 0.982 0.994 0.994 0.979 0.992 0.993 0.993 0.99
0.01 0.756369 0.9288197413 0.9366250641 0.9822545164 0.9792705306 0.980050151 0.967748333 0.9684504474 0.9731862997 0.9735829487 0.9816173705 0.756369 0.9288197413 0.9366307631 0.9774160825 0.9782925856 0.9795315439 0.9692654015 0.9652761156 0.97279307 0.9722357098 0.9815615205 0.5 0.858 0.976 0.989 0.994 0.994 0.973 0.992 0.993 0.994 0.99 0.5 0.858 0.979 0.982 0.994 0.994 0.979 0.992 0.993 0.993 0.99
0.05 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9661993503 0.9721775802 0.9746110446 0.9822431185 0.756369 0.9288197413 0.9363914059 0.9773305978 0.9786083091 0.9796842765 0.9720237078 0.9661252636 0.9721604833 0.9746110446 0.9822431185 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.993 0.994 0.991 0.5 0.858 0.979 0.982 0.994 0.994 0.981 0.992 0.993 0.994 0.991
0.1 0.756369 0.9288197413 0.9354419559 0.9772553713 0.9773568131 0.9781387132 0.9732307517 0.9670883912 0.9676696871 0.9738758762 0.9790915826 0.756369 0.9288197413 0.9354419559 0.9772553713 0.9773568131 0.9781387132 0.9732307517 0.9668205391 0.9681142076 0.9738758762 0.9790915826 0.5 0.858 0.978 0.981 0.994 0.994 0.985 0.992 0.991 0.994 0.99 0.5 0.858 0.978 0.981 0.994 0.994 0.985 0.992 0.991 0.994 0.99
0.125 0.756369 0.9288197413 0.9371869835 0.9774867499 0.9772451131 0.9707026842 0.9736068844 0.9702912179 0.9580270132 0.9700860546 0.9764620733 0.756369 0.9288197413 0.9371869835 0.9774867499 0.9772451131 0.9707026842 0.9736068844 0.9703254118 0.9581409928 0.9700860546 0.9764620733 0.5 0.858 0.98 0.981 0.993 0.988 0.988 0.991 0.987 0.993 0.992 0.5 0.858 0.98 0.981 0.993 0.988 0.988 0.991 0.987 0.993 0.992
0.15 0.756369 0.9288197413 0.9360711233 0.9771801448 0.9772337152 0.9707026842 0.9758705192 0.9729526415 0.958363253 0.9693668433 0.9774753519 0.756369 0.9288197413 0.9360711233 0.9771801448 0.9772337152 0.9707026842 0.9758705192 0.9728443609 0.958631105 0.9693668433 0.9774753519 0.5 0.858 0.981 0.982 0.993 0.988 0.991 0.992 0.988 0.993 0.993 0.5 0.858 0.981 0.982 0.993 0.988 0.991 0.992 0.988 0.993 0.993
0.2 0.756369 0.9288197413 0.9308405995 0.9675887616 0.9661332421 0.9662814156 0.9667236565 0.9715278965 0.9544594518 0.9547250242 0.9665207728 0.756369 0.9288197413 0.9308405995 0.9675887616 0.9661332421 0.9662814156 0.9667236565 0.9715620904 0.9545734314 0.9547250242 0.9665207728 0.5 0.858 0.976 0.983 0.986 0.979 0.987 0.991 0.986 0.984 0.989 0.5 0.858 0.976 0.983 0.986 0.979 0.987 0.991 0.986 0.984 0.989
0.3 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.853 0.5 0.852 0.858 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.852 0.5 0.852 0.858
0.5 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.852 0.5 0.852 0.858 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.852 0.5 0.852 0.858
0.75 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.756369 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.9288197413 0.75636861 0.9288197413 0.9288197413 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.852 0.5 0.852 0.858 0.5 0.858 0.853 0.853 0.852 0.852 0.853 0.852 0.5 0.852 0.858
